0.0,32.9893
0.01,21.9307
0.02,19.4611
0.03,20.4491
0.04,18.7758
0.05,19.9135
0.06,22.6867
0.07,18.7959
0.08,18.2514
0.09,18.71
0.1,13.0366
0.11,14.7947
0.12,15.5927
0.13,14.1983
0.14,14.7834
0.15,13.6974
0.16,12.612
0.17,13.1851
0.18,11.7488
0.19,11.1862
0.2,9.10622
0.21,9.44366
0.22,9.27715
0.23,9.52933
0.24,9.5176
0.25,9.73938
0.26,9.19645
0.27,9.22246
0.28,9.0688
0.29,8.7547
0.3,8.56486
0.31,8.94203
0.32,8.60122
0.33,8.78698
0.34,8.76757
0.35,8.60718
0.36,8.60323
0.37,8.60411
0.38,8.69048
0.39,8.74377
0.4,8.8767
0.41,8.72367
0.42,8.78708
0.43,8.83283
0.44,8.92084
0.45,8.94679
0.46,8.9489
0.47,8.91558
0.48,9.01596
0.49,9.06006
0.5,9.31213
0.51,9.23415
0.52,9.33855
0.53,9.25797
0.54,9.33232
0.55,9.38133
0.56,9.37911
0.57,9.42447
0.58,9.49938
0.59,9.51168
0.6,9.82981
0.61,9.64375
0.62,9.6831
0.63,9.70546
0.64,9.81135
0.65,9.86993
0.66,9.85009
0.67,9.92104
0.68,9.96623
0.69,9.99482
0.7,10.3263
0.71,10.1752
0.72,10.1717
0.73,10.2223
0.74,10.2702
0.75,10.319
0.76,10.3525
0.77,10.4433
0.78,10.4642
0.79,10.5387
0.8,10.8036
0.81,10.5978
0.82,10.6806
0.83,10.7229
0.84,10.8399
0.85,10.8242
0.86,10.8663
0.87,10.9324
0.88,10.9326
0.89,10.9933
0.9,11.2835
0.91,11.1285
0.92,11.1935
0.93,11.2331
0.94,11.2766
0.95,11.3041
0.96,11.3585
0.97,11.3724
0.98,11.4705
0.99,11.4933
1.0,11.7772
1.01,11.6564
1.02,11.6947
1.03,11.7721
1.04,11.8379
1.05,11.8421
1.06,11.8789
1.07,11.9461
1.08,11.9891
1.09,12.0644
1.1,12.2432
1.11,12.1433
1.12,12.1717
1.13,12.1973
1.14,12.2411
1.15,12.3021
1.16,12.3744
1.17,12.4033
1.18,12.4411
1.19,12.4748
1.2,12.6696
1.21,12.6245
1.22,12.5962
1.23,12.7034
1.24,12.691
1.25,12.7487
1.26,12.7634
1.27,12.8114
1.28,12.865
1.29,12.9348
1.3,13.124
1.31,12.9962
1.32,13.0684
1.33,13.0655
1.34,13.0504
1.35,13.1486
1.36,13.2293
1.37,13.2506
1.38,13.2851
1.39,13.3584
1.4,13.5189
1.41,13.4319
1.42,13.459
1.43,13.4731
1.44,13.5464
1.45,13.5794
1.46,13.643
1.47,13.6679
1.48,13.6579
1.49,13.7044
1.5,13.9545
1.51,13.8067
1.52,13.8495
1.53,13.8904
1.54,13.9461
1.55,14.0114
1.56,14.0423
1.57,14.0564
1.58,14.0958
1.59,14.134
1.6,14.347
1.61,14.2302
1.62,14.2123
1.63,14.2509
1.64,14.3464
1.65,14.3805
1.66,14.4114
1.67,14.4735
1.68,14.4914
1.69,14.5901
1.7,14.7309
1.71,14.6218
1.72,14.701
1.73,14.6972
1.74,14.7398
1.75,14.7502
1.76,14.7947
1.77,14.8705
1.78,14.8805
1.79,14.9803
1.8,15.0971
1.81,14.9988
1.82,15.0858
1.83,15.104
1.84,15.0924
1.85,15.1806
1.86,15.2215
1.87,15.2109
1.88,15.3045
1.89,15.3194
1.9,15.4788
1.91,15.3961
1.92,15.4489
1.93,15.5122
1.94,15.5805
1.95,15.552
1.96,15.5358
1.97,15.6198
1.98,15.6281
1.99,15.6698
2.0,15.8747
2.01,15.7675
2.02,15.8828
2.03,15.8638
2.04,15.8441
2.05,15.9606
2.06,15.9687
2.07,16.0018
2.08,16.0725
2.09,16.0826
2.1,16.2488
2.11,16.0872
2.12,16.157
2.13,16.2064
2.14,16.2655
2.15,16.3186
2.16,16.3747
2.17,16.4468
2.18,16.4254
2.19,16.4708
2.2,16.6506
2.21,16.503
